__time,/uav/cv/swing_angle/world_frame/cartesian/header/stamp/nanosec,/uav/cv/swing_angle/world_frame/cartesian/header/stamp/sec,/uav/cv/swing_angle/world_frame/cartesian/vector/x,/uav/cv/swing_angle/world_frame/cartesian/vector/y,/uav/cv/swing_angle/world_frame/cartesian/vector/z,/uav/cv_comp/swing_angle/world_frame/cartesian/header/stamp/nanosec,/uav/cv_comp/swing_angle/world_frame/cartesian/header/stamp/sec,/uav/cv_comp/swing_angle/world_frame/cartesian/vector/x,/uav/cv_comp/swing_angle/world_frame/cartesian/vector/y,/uav/cv_comp/swing_angle/world_frame/cartesian/vector/z,/uav/truth/swing_angle/world_frame/cartesian/header/stamp/nanosec,/uav/truth/swing_angle/world_frame/cartesian/header/stamp/sec,/uav/truth/swing_angle/world_frame/cartesian/vector/x,/uav/truth/swing_angle/world_frame/cartesian/vector/y,/uav/truth/swing_angle/world_frame/cartesian/vector/z
1777457292.608509,,,,,,608408273.000000000,1777457292.000000000,-1.434243085,42.118532470,1.000000000,,,,,
1777457292.610903,,,,,,610845776.000000000,1777457292.000000000,-1.437084210,42.185541439,1.000000000,,,,,
1777457292.613153,,,,,,,,,,,435000000.000000000,285.000000000,-1.595795890,41.850933140,1.082342743
1777457292.615802,,,,,,615740571.000000000,1777457292.000000000,-1.442480299,42.311504012,1.000000000,,,,,
1777457292.618350,,,,,,,,,,,440000000.000000000,285.000000000,-1.598421440,42.014635245,1.082087347
1777457292.622971,,,,,,622902146.000000000,1777457292.000000000,-1.449711609,42.477342152,1.000000000,,,,,
1777457292.623352,,,,,,,,,,,445000000.000000000,285.000000000,-1.600560039,42.169098032,1.081836619
1777457292.625408,440000000.000000000,285.000000000,-1.389780565,42.431416162,1.000000000,,,,,,,,,,
1777457292.628243,,,,,,,,,,,450000000.000000000,285.000000000,-1.602214278,42.314272744,1.081590876
1777457292.628412,,,,,,628296508.000000000,1777457292.000000000,-1.438864090,42.758816359,1.000000000,,,,,
1777457292.630806,,,,,,630745834.000000000,1777457292.000000000,-1.441079471,42.808663880,1.000000000,,,,,
1777457292.633229,,,,,,,,,,,455000000.000000000,285.000000000,-1.603384592,42.450114002,1.081350425
1777457292.635735,,,,,,635674473.000000000,1777457292.000000000,-1.445228065,42.900113774,1.000000000,,,,,
1777457292.638239,,,,,,,,,,,460000000.000000000,285.000000000,-1.604066888,42.576574333,1.081115601
1777457292.642980,,,,,,642881143.000000000,1777457292.000000000,-1.450624601,43.014866301,1.000000000,,,,,
